line_no,classification,requirement_id,note
6046,structural_heading,,code-fence content: aggregation commands bound to R-5785
6047,structural_heading,,code-fence content: aggregation commands bound to R-5785
6048,structural_heading,,code-fence content: aggregation commands bound to R-5785
6049,structural_heading,,code fence delimiter
6051,nonoperative,,expected-output intro
6053,structural_heading,,code fence delimiter
6054,structural_heading,,code-fence content: expected rank-summary output files
6055,structural_heading,,code-fence content: expected rank-summary output files
6056,structural_heading,,code-fence content: expected rank-summary output files
6057,structural_heading,,code-fence content: expected rank-summary output files
6058,structural_heading,,code fence delimiter
6060,integrated,R-5806,
6061,integrated,R-5806,continuation of R-5806
6062,integrated,R-5806,continuation of R-5806
6064,integrated,R-5810,
6066,integrated,R-5810,item under R-5810
6067,integrated,R-5810,item under R-5810
6068,integrated,R-5810,item under R-5810
6069,integrated,R-5810,item under R-5810
6070,integrated,R-5810,item under R-5810
6071,integrated,R-5810,item under R-5810
6072,integrated,R-5810,item under R-5810
6073,integrated,R-5810,item under R-5810
6074,integrated,R-5810,item under R-5810
6075,integrated,R-5810,item under R-5810
6076,integrated,R-5810,item under R-5810
6077,integrated,R-5810,item under R-5810
6078,integrated,R-5810,cont of R-5810 item
6079,integrated,R-5810,cont of R-5810 item
6080,integrated,R-5810,item under R-5810
6081,integrated,R-5810,item under R-5810
6082,integrated,R-5810,item under R-5810
6083,integrated,R-5810,item under R-5810
6085,integrated,R-5831,
6087,structural_heading,,
6089,integrated,R-5835,
6091,integrated,R-5835,item under R-5835
6092,integrated,R-5835,item under R-5835
6093,integrated,R-5835,item under R-5835
6094,integrated,R-5835,item under R-5835
6095,integrated,R-5835,item under R-5835
6096,integrated,R-5835,item under R-5835
6097,integrated,R-5835,item under R-5835
6098,integrated,R-5835,item under R-5835
6099,integrated,R-5835,item under R-5835
6100,integrated,R-5835,cont of R-5835 item
6102,integrated,R-5848,
6104,integrated,R-5848,item under R-5848
6105,integrated,R-5848,item under R-5848
6106,integrated,R-5848,item under R-5848
6107,integrated,R-5848,item under R-5848
6108,integrated,R-5848,item under R-5848
6109,integrated,R-5848,item under R-5848
6111,structural_heading,,
6113,integrated,R-5859,
6115,integrated,R-5859,item under R-5859
6116,integrated,R-5859,item under R-5859
6117,integrated,R-5859,item under R-5859
6118,integrated,R-5859,item under R-5859
6119,integrated,R-5859,item under R-5859
6120,integrated,R-5859,item under R-5859
6121,integrated,R-5859,item under R-5859
6122,integrated,R-5859,item under R-5859
6123,integrated,R-5859,cont of R-5859 item
6124,integrated,R-5859,cont of R-5859 item
6125,integrated,R-5859,item under R-5859
6126,integrated,R-5859,item under R-5859
6127,integrated,R-5859,item under R-5859
6128,integrated,R-5859,item under R-5859
6130,nonoperative,,expected-generator intro
6132,structural_heading,,code fence delimiter
6133,structural_heading,,code-fence content: expected table generator command
6134,structural_heading,,code fence delimiter
6136,integrated,R-5882,
6137,integrated,R-5882,continuation of R-5882
6138,integrated,R-5882,continuation of R-5882
6140,structural_heading,,
6142,integrated,R-5888,
6144,integrated,R-5888,item under R-5888
6145,integrated,R-5888,item under R-5888
6146,integrated,R-5888,item under R-5888
6147,integrated,R-5888,item under R-5888
6148,integrated,R-5888,item under R-5888
6149,integrated,R-5888,item under R-5888
6150,integrated,R-5888,item under R-5888
6151,integrated,R-5888,item under R-5888
6152,integrated,R-5888,item under R-5888
6153,integrated,R-5888,item under R-5888
6154,integrated,R-5888,item under R-5888
6155,integrated,R-5888,item under R-5888
6156,integrated,R-5888,cont of R-5888 item
6157,integrated,R-5888,cont of R-5888 item
6158,integrated,R-5888,item under R-5888
6159,integrated,R-5888,item under R-5888
6160,integrated,R-5888,item under R-5888
6161,integrated,R-5888,item under R-5888
6162,integrated,R-5888,item under R-5888
6163,integrated,R-5888,item under R-5888
6164,integrated,R-5888,item under R-5888
6166,integrated,R-5912,
6167,integrated,R-5912,continuation of R-5912
6169,structural_heading,,
6171,integrated,R-5917,
6172,integrated,R-5917,continuation of R-5917
6174,integrated,R-5920,
6176,integrated,R-5920,item under R-5920
6177,integrated,R-5920,cont of R-5920 item
6178,integrated,R-5920,item under R-5920
6179,integrated,R-5920,item under R-5920
6180,integrated,R-5920,item under R-5920
6182,integrated,R-5928,
6184,integrated,R-5928,item under R-5928
6185,integrated,R-5928,item under R-5928
6186,integrated,R-5928,cont of R-5928 item
6187,integrated,R-5928,item under R-5928
6188,integrated,R-5928,cont of R-5928 item
6189,integrated,R-5928,item under R-5928
6190,integrated,R-5928,cont of R-5928 item
6191,integrated,R-5928,item under R-5928
6192,integrated,R-5928,item under R-5928
6193,integrated,R-5928,item under R-5928
6195,integrated,R-5941,permission clause for neutral supplement pointer
6197,structural_heading,,
6199,integrated,R-5945,
6200,integrated,R-5946,
6202,structural_heading,,code fence delimiter
6203,structural_heading,,code-fence content: supplementary build command bound to R-5946
6204,structural_heading,,code fence delimiter
6206,integrated,R-5952,
6207,integrated,R-5952,item under R-5952
6208,integrated,R-5952,item under R-5952
6209,integrated,R-5952,item under R-5952
6210,integrated,R-5952,item under R-5952
6211,integrated,R-5952,item under R-5952
6212,integrated,R-5952,item under R-5952
6213,integrated,R-5959,
6214,integrated,R-5960,
6216,structural_heading,,
6218,integrated,R-5964,
6219,integrated,R-5965,
6220,integrated,R-5966,
6221,integrated,R-5967,
6223,structural_heading,,
6225,integrated,R-5971,
6227,integrated,R-5971,item under R-5971
6228,integrated,R-5971,cont of R-5971 item
6229,integrated,R-5971,item under R-5971
6230,integrated,R-5971,item under R-5971
6231,integrated,R-5971,item under R-5971
6232,integrated,R-5971,item under R-5971
6233,integrated,R-5971,item under R-5971
6234,integrated,R-5971,item under R-5971
6235,integrated,R-5971,item under R-5971
6236,integrated,R-5971,item under R-5971
6237,integrated,R-5971,item under R-5971
6238,integrated,R-5971,item under R-5971
6239,integrated,R-5971,item under R-5971
6240,integrated,R-5971,item under R-5971
6241,integrated,R-5971,item under R-5971
6242,integrated,R-5971,cont of R-5971 item
6243,integrated,R-5971,item under R-5971
6244,integrated,R-5971,item under R-5971
6246,structural_heading,,
6248,integrated,R-5994,
6250,integrated,R-5994,item under R-5994
6251,integrated,R-5994,item under R-5994
6252,integrated,R-5994,item under R-5994
6253,integrated,R-5994,item under R-5994
6254,integrated,R-5994,item under R-5994
6255,integrated,R-5994,item under R-5994
6256,integrated,R-5994,item under R-5994
6257,integrated,R-5994,item under R-5994
6258,integrated,R-5994,item under R-5994
6259,integrated,R-5994,item under R-5994
6260,integrated,R-5994,item under R-5994
6261,integrated,R-5994,item under R-5994
6262,integrated,R-5994,item under R-5994
6263,integrated,R-5994,item under R-5994
6264,integrated,R-5994,item under R-5994
6266,integrated,R-6012,
6267,integrated,R-6012,continuation of R-6012
6269,structural_heading,,
6271,integrated,R-6017,
6272,integrated,R-6018,
6273,integrated,R-6019,
6274,integrated,R-6020,
6275,integrated,R-6021,
6276,integrated,R-6022,
6277,integrated,R-6023,
6279,structural_heading,,
6281,integrated,R-6027,
6283,integrated,R-6027,item under R-6027
6284,integrated,R-6027,item under R-6027
6285,integrated,R-6027,item under R-6027
6286,integrated,R-6027,item under R-6027
6287,integrated,R-6027,item under R-6027
6288,integrated,R-6027,item under R-6027
6289,integrated,R-6027,item under R-6027
6291,integrated,R-6037,
6293,structural_heading,,
6295,integrated,R-6041,
6296,integrated,R-6042,
6297,integrated,R-6043,
6298,integrated,R-6044,
6299,integrated,R-6044,continuation of R-6044
6300,integrated,R-6044,continuation of R-6044
6301,integrated,R-6047,
6302,integrated,R-6047,continuation of R-6047
6303,integrated,R-6049,
6304,duplicate,,duplicate of R-5434 (no-later-phase rule)
6306,structural_heading,,
6308,integrated,R-6054,
6309,integrated,R-6055,
6310,integrated,R-6056,
6311,integrated,R-6057,
6312,integrated,R-6057,continuation of R-6057
6313,integrated,R-6059,
6314,integrated,R-6060,
6315,integrated,R-6061,
6316,integrated,R-6062,
6317,integrated,R-6063,
6318,integrated,R-6064,
6319,integrated,R-6065,
6320,integrated,R-6066,
6321,integrated,R-6067,
6322,integrated,R-6068,
6324,structural_heading,,
6326,integrated,R-6072,
6327,integrated,R-6073,
6328,integrated,R-6074,
6329,integrated,R-6075,
6330,integrated,R-6076,
6331,integrated,R-6077,
6332,integrated,R-6078,
6333,integrated,R-6079,
6334,integrated,R-6080,
6335,integrated,R-6081,
6336,integrated,R-6082,
6337,integrated,R-6083,
6338,integrated,R-6084,
6340,structural_heading,,
6342,integrated,R-6088,
6343,integrated,R-6089,
6344,integrated,R-6089,continuation of R-6089
6345,integrated,R-6091,
6346,integrated,R-6092,
6347,integrated,R-6093,
6348,integrated,R-6094,
6349,integrated,R-6095,
6350,integrated,R-6096,
6351,integrated,R-6097,
6352,integrated,R-6098,
6354,structural_heading,,
6356,integrated,R-6102,
6357,integrated,R-6103,
6358,integrated,R-6104,
6359,integrated,R-6105,
6360,integrated,R-6106,
6361,integrated,R-6107,
6362,integrated,R-6108,
6363,integrated,R-6109,
6364,integrated,R-6110,
6365,integrated,R-6111,
6366,integrated,R-6112,
6368,structural_heading,,
6370,integrated,R-6116,
6371,integrated,R-6117,
6372,integrated,R-6118,
6373,integrated,R-6118,continuation of R-6118
6374,integrated,R-6118,continuation of R-6118
6375,integrated,R-6118,continuation of R-6118
6376,integrated,R-6122,
6377,integrated,R-6123,
6378,integrated,R-6124,
6379,integrated,R-6124,continuation of R-6124
6380,integrated,R-6126,
6381,integrated,R-6127,
6382,integrated,R-6128,
6383,integrated,R-6129,
6384,integrated,R-6130,
6385,integrated,R-6131,
6387,structural_heading,,
6389,integrated,R-6135,
6390,integrated,R-6135,continuation of R-6135
6391,integrated,R-6135,continuation of R-6135
6392,integrated,R-6135,continuation of R-6135
6394,structural_heading,,
6396,structural_heading,,table row (context)
6397,structural_heading,,table format row
6398,structural_heading,,table row (context)
6399,structural_heading,,table row (context)
6400,structural_heading,,table row (context)
6401,structural_heading,,table row (context)
6402,structural_heading,,table row (context)
6403,structural_heading,,table row (context)
6404,structural_heading,,table row (context)
6405,structural_heading,,table row (context)
6407,structural_heading,,
6409,nonoperative,,assumption context (feeds assumption_register)
6410,nonoperative,,assumption context (feeds assumption_register)
6411,nonoperative,,assumption context (feeds assumption_register)
6412,nonoperative,,assumption context (feeds assumption_register)
6413,nonoperative,,assumption context (feeds assumption_register)
6414,nonoperative,,assumption context (feeds assumption_register)
6415,nonoperative,,assumption context (feeds assumption_register)
6417,structural_heading,,
6419,integrated,R-6165,
6420,integrated,R-6166,
6421,integrated,R-6167,
6422,integrated,R-6168,
6423,integrated,R-6169,
6424,integrated,R-6170,
6425,integrated,R-6171,
6426,integrated,R-6172,
6428,structural_heading,,
6430,integrated,R-6176,
6431,integrated,R-6176,continuation of R-6176
6432,integrated,R-6176,continuation of R-6176
6434,structural_heading,,
6436,integrated,R-6182,
6437,integrated,R-6182,continuation of R-6182
6438,integrated,R-6182,continuation of R-6182
6439,integrated,R-6182,continuation of R-6182
6441,structural_heading,,horizontal rule
6443,structural_heading,,
6445,structural_heading,,
6447,integrated,R-6193,
6449,integrated,R-6193,item under R-6193
6450,integrated,R-6193,item under R-6193
6451,integrated,R-6193,item under R-6193
6452,integrated,R-6193,item under R-6193
6453,integrated,R-6193,item under R-6193
6455,integrated,R-6201,
6456,integrated,R-6201,continuation of R-6201
6458,integrated,R-6204,
6459,integrated,R-6204,continuation of R-6204
6460,integrated,R-6204,continuation of R-6204
6461,integrated,R-6204,continuation of R-6204
6462,integrated,R-6204,continuation of R-6204
6463,integrated,R-6204,continuation of R-6204
6464,integrated,R-6204,continuation of R-6204
6465,integrated,R-6204,continuation of R-6204
6467,structural_heading,,
6469,integrated,R-6215,
6470,integrated,R-6216,
6471,integrated,R-6217,
6472,integrated,R-6217,continuation of R-6217
6473,integrated,R-6219,
6474,integrated,R-6220,
6475,integrated,R-6221,
6476,integrated,R-6222,
6477,integrated,R-6223,
6478,integrated,R-6224,
6479,integrated,R-6224,continuation of R-6224
6481,structural_heading,,
6483,integrated,R-6229,
6484,integrated,R-6230,
6485,integrated,R-6231,
6486,integrated,R-6232,
6487,integrated,R-6233,
6488,integrated,R-6234,
6489,integrated,R-6235,
6490,integrated,R-6235,continuation of R-6235
6492,structural_heading,,
6494,integrated,R-6240,
6495,integrated,R-6241,
6496,integrated,R-6242,
6497,integrated,R-6242,continuation of R-6242
6498,integrated,R-6244,
6499,integrated,R-6245,
6500,integrated,R-6246,
6501,integrated,R-6247,
6502,integrated,R-6248,
6504,structural_heading,,
6506,integrated,R-6252,
6507,integrated,R-6253,
6508,integrated,R-6254,
6509,integrated,R-6255,
6510,integrated,R-6256,
6511,integrated,R-6257,
6512,integrated,R-6258,
6513,integrated,R-6259,
6514,integrated,R-6260,
6515,integrated,R-6261,
6517,structural_heading,,
6519,integrated,R-6265,
6520,integrated,R-6266,
6521,integrated,R-6266,continuation of R-6266
6522,integrated,R-6268,
6523,integrated,R-6269,
6524,integrated,R-6270,
6525,integrated,R-6271,
6526,integrated,R-6272,
6528,structural_heading,,
6530,integrated,R-6276,
6531,integrated,R-6277,
6532,integrated,R-6278,
6533,integrated,R-6279,
6534,integrated,R-6280,
6535,integrated,R-6281,
6536,integrated,R-6282,
6537,integrated,R-6282,continuation of R-6282
6538,integrated,R-6284,
6540,structural_heading,,
6542,integrated,R-6288,
6543,integrated,R-6289,
6544,integrated,R-6290,
6545,integrated,R-6291,
6546,integrated,R-6292,
6547,integrated,R-6293,
6548,integrated,R-6294,
6549,integrated,R-6295,
6550,integrated,R-6296,
6551,integrated,R-6297,
6553,structural_heading,,
6555,integrated,R-6301,
6556,integrated,R-6301,continuation of R-6301
6558,integrated,R-6304,
6559,integrated,R-6305,
6560,integrated,R-6306,
6561,integrated,R-6307,
6562,integrated,R-6308,
6563,integrated,R-6309,
6564,integrated,R-6310,
6565,integrated,R-6311,
6566,integrated,R-6312,
6567,integrated,R-6313,
6568,integrated,R-6313,continuation of R-6313
6570,structural_heading,,
6572,integrated,R-6318,
6573,integrated,R-6319,
6574,integrated,R-6320,
6575,integrated,R-6321,
6576,integrated,R-6322,
6577,integrated,R-6323,
6578,integrated,R-6324,
6579,integrated,R-6325,
6580,integrated,R-6326,
6581,integrated,R-6327,
6582,integrated,R-6328,
6584,structural_heading,,
6586,integrated,R-6332,
6587,integrated,R-6332,continuation of R-6332
6588,integrated,R-6334,
6589,integrated,R-6335,
6590,integrated,R-6335,continuation of R-6335
6591,integrated,R-6335,continuation of R-6335
6592,integrated,R-6335,continuation of R-6335
6593,integrated,R-6339,
6594,integrated,R-6340,
6595,integrated,R-6341,
6596,integrated,R-6342,
6597,integrated,R-6343,
6598,integrated,R-6343,continuation of R-6343
6599,integrated,R-6343,continuation of R-6343
6600,integrated,R-6343,continuation of R-6343
6601,integrated,R-6347,
6602,integrated,R-6348,
6603,integrated,R-6348,continuation of R-6348
6605,structural_heading,,horizontal rule
6607,structural_heading,,
6609,structural_heading,,
6611,integrated,R-6357,
6613,integrated,R-6359,
6614,integrated,R-6360,
6615,integrated,R-6360,continuation of R-6360
6616,integrated,R-6362,
6617,integrated,R-6363,
6618,integrated,R-6364,
6619,integrated,R-6365,
6620,integrated,R-6366,
6621,integrated,R-6367,
6623,structural_heading,,
6625,integrated,R-6371,
6626,integrated,R-6372,
6627,integrated,R-6373,
6628,integrated,R-6373,continuation of R-6373
6629,integrated,R-6375,
6631,structural_heading,,
6633,integrated,R-6379,
6634,integrated,R-6379,continuation of R-6379
6636,structural_heading,,code fence delimiter
6637,integrated,R-6379,validator spec for R-6379
6638,integrated,R-6379,validator spec for R-6379
6639,structural_heading,,code fence delimiter
6641,integrated,R-6387,
6642,integrated,R-6387,continuation of R-6387
6644,structural_heading,,
6646,integrated,R-6392,
6648,integrated,R-6394,
6649,integrated,R-6395,
6650,integrated,R-6396,
6651,integrated,R-6397,
6652,integrated,R-6398,
6653,integrated,R-6399,
6654,integrated,R-6400,
6655,integrated,R-6401,
6657,structural_heading,,
6659,integrated,R-6405,
6661,integrated,R-6405,comparison item for R-6405
6662,integrated,R-6405,comparison item for R-6405
6663,integrated,R-6405,comparison item for R-6405
6664,integrated,R-6405,comparison item for R-6405
6665,integrated,R-6405,comparison item for R-6405
6666,integrated,R-6405,comparison item for R-6405
6667,integrated,R-6405,comparison item for R-6405
6669,structural_heading,,
6671,structural_heading,,
6673,structural_heading,,code fence delimiter
6674,integrated,R-6420,
6675,integrated,R-6420,command spec for R-6420
6676,structural_heading,,code fence delimiter
6678,integrated,R-6424,
6680,structural_heading,,code fence delimiter
6681,integrated,R-6424,log pattern for R-6424
6682,integrated,R-6424,log pattern for R-6424
6683,integrated,R-6424,log pattern for R-6424
6684,integrated,R-6424,log pattern for R-6424
6685,integrated,R-6424,log pattern for R-6424
6686,integrated,R-6424,log pattern for R-6424
6687,structural_heading,,code fence delimiter
6689,integrated,R-6435,
6691,integrated,R-6437,
6692,integrated,R-6437,continuation of R-6437
6693,integrated,R-6437,continuation of R-6437
6694,integrated,R-6437,continuation of R-6437
6695,integrated,R-6437,continuation of R-6437
6697,structural_heading,,
6699,integrated,R-6445,
6701,integrated,R-6445,Word validation item for R-6445
6702,integrated,R-6445,Word validation item for R-6445
6703,integrated,R-6445,Word validation item for R-6445
6704,integrated,R-6445,Word validation item for R-6445
6705,integrated,R-6445,Word validation item for R-6445
6706,integrated,R-6445,Word validation item for R-6445
6707,integrated,R-6445,Word validation item for R-6445
6708,integrated,R-6445,Word validation item for R-6445
6709,integrated,R-6445,Word validation item for R-6445
6710,integrated,R-6445,Word validation item for R-6445
6712,structural_heading,,
6714,integrated,R-6460,
6715,integrated,R-6460,continuation of R-6460
6716,integrated,R-6460,continuation of R-6460
6717,integrated,R-6463,
6718,integrated,R-6464,
6719,integrated,R-6465,
6720,integrated,R-6466,
6721,integrated,R-6467,
6723,structural_heading,,
6725,integrated,R-6471,
6727,structural_heading,,code fence delimiter
6728,integrated,R-6471,command spec for R-6471
6729,integrated,R-6471,command spec for R-6471
6730,integrated,R-6471,command spec for R-6471
6731,integrated,R-6471,command spec for R-6471
6732,structural_heading,,code fence delimiter
6734,integrated,R-6480,
6736,structural_heading,,
6738,integrated,R-6484,
6740,integrated,R-6740-CR0003,CR-0003: external Gates 1-14 map onto existing framework anchors; anchors remain authoritative; no separate gate machinery
6741,integrated,R-6740-CR0003,continuation of R-6740-CR0003
6742,integrated,R-6740-CR0003,continuation of R-6740-CR0003
6744,nonoperative,,table header/separator
6745,nonoperative,,table header/separator
6746,integrated,R-6740-CR0003,gate mapping row of R-6740-CR0003
6747,integrated,R-6740-CR0003,gate mapping row of R-6740-CR0003
6748,integrated,R-6740-CR0003,gate mapping row of R-6740-CR0003
6749,integrated,R-6740-CR0003,gate mapping row of R-6740-CR0003
6750,integrated,R-6740-CR0003,gate mapping row of R-6740-CR0003
6751,integrated,R-6740-CR0003,gate mapping row of R-6740-CR0003
6752,integrated,R-6740-CR0003,gate mapping row of R-6740-CR0003
6753,integrated,R-6740-CR0003,gate mapping row of R-6740-CR0003
6754,integrated,R-6740-CR0003,gate mapping row of R-6740-CR0003
6755,integrated,R-6740-CR0003,gate mapping row of R-6740-CR0003
6756,integrated,R-6740-CR0003,gate mapping row of R-6740-CR0003
6757,integrated,R-6740-CR0003,gate mapping row of R-6740-CR0003
6758,integrated,R-6740-CR0003,gate mapping row of R-6740-CR0003
6759,integrated,R-6740-CR0003,gate mapping row of R-6740-CR0003
6761,structural_heading,,
6763,integrated,R-6488,
6764,integrated,R-6489,
6765,integrated,R-6490,
6766,integrated,R-6491,
6767,integrated,R-6492,
6768,integrated,R-6493,
6769,integrated,R-6494,
6771,structural_heading,,
6773,integrated,R-6498,
6774,integrated,R-6499,
6775,integrated,R-6500,
6776,integrated,R-6501,
6777,integrated,R-6502,
6778,integrated,R-6503,
6780,structural_heading,,
6782,integrated,R-6507,
6783,integrated,R-6508,
6784,integrated,R-6509,
6785,integrated,R-6510,
6786,integrated,R-6511,
6787,integrated,R-6512,
6788,integrated,R-6513,
6789,integrated,R-6514,
6790,integrated,R-6515,
6792,structural_heading,,
6794,integrated,R-6519,
6795,integrated,R-6520,
6796,integrated,R-6521,
6797,integrated,R-6522,
6798,integrated,R-6523,
6799,integrated,R-6524,
6800,integrated,R-6524,continuation of R-6524
6801,integrated,R-6524,continuation of R-6524
6802,integrated,R-6524,continuation of R-6524
6803,integrated,R-6635,CR-0001 DoD: every convergence panel is a seven-curve family overlay per Section 6.7 or carries a disclosed absence note
6804,integrated,,continuation of R-6635
6805,integrated,,continuation of R-6635
6806,integrated,R-6806,"CR-0003 DoD: optional analysis figures justified in the frozen exhibit plan, evidence-bound, QA-passed"
6807,integrated,R-6806,continuation of R-6806
6808,integrated,R-6638,CR-0002 DoD: presentation_conventions.md exists and manuscript passed the Phase 10 exemplar-parity editorial check
6809,integrated,,continuation of R-6638
6810,integrated,,continuation of R-6638
6811,integrated,R-6811,"CR-0003 DoD: three-exemplar comparative review complete; exemplar parity against GSK, eGSK, ATMALS-GSK"
6812,integrated,R-6811,continuation of R-6811
6813,integrated,R-6528,
6814,integrated,R-6529,
6816,structural_heading,,
6818,integrated,R-6533,
6819,integrated,R-6534,
6820,integrated,R-6535,
6821,integrated,R-6535,continuation of R-6535
6822,integrated,R-6535,continuation of R-6535
6823,integrated,R-6535,continuation of R-6535
6824,integrated,R-6539,
6825,integrated,R-6540,
6826,integrated,R-6540,continuation of R-6540
6827,integrated,R-6540,continuation of R-6540
6828,integrated,R-6540,continuation of R-6540
6829,integrated,R-6544,
6830,integrated,R-6545,
6831,integrated,R-6546,
6832,integrated,R-6547,
6834,structural_heading,,
6836,integrated,R-6551,
6837,integrated,R-6552,
6838,integrated,R-6553,
6839,integrated,R-6554,
6840,integrated,R-6555,
6841,integrated,R-6556,
6842,integrated,R-6557,
6843,integrated,R-6558,
6845,structural_heading,,
6847,integrated,R-6562,
6848,integrated,R-6562,continuation of R-6562
6849,integrated,R-6564,
6850,integrated,R-6565,
6851,integrated,R-6851,"CR-0003 DoD: reproducibility level recorded per artifact class (analytical/visual/byte-for-byte, Section 9.4)"
6852,integrated,R-6851,continuation of R-6851
6853,integrated,R-6566,
6854,integrated,R-6567,
6855,integrated,R-6568,
6856,integrated,R-6569,
6858,structural_heading,,horizontal rule
6860,structural_heading,,
6862,integrated,R-6575,
6864,structural_heading,,code fence delimiter
6865,integrated,R-6575,expected key set for R-6575
6866,integrated,R-6575,expected key set for R-6575
6867,integrated,R-6575,expected key set for R-6575
6869,integrated,R-6575,expected key set for R-6575
6870,integrated,R-6575,expected key set for R-6575
6871,integrated,R-6575,expected key set for R-6575
6872,integrated,R-6575,expected key set for R-6575
6873,integrated,R-6575,expected key set for R-6575
6875,integrated,R-6575,expected key set for R-6575
6876,integrated,R-6575,expected key set for R-6575
6877,integrated,R-6575,expected key set for R-6575
6878,integrated,R-6575,expected key set for R-6575
6880,integrated,R-6575,expected key set for R-6575
6881,integrated,R-6575,expected key set for R-6575
6882,integrated,R-6575,expected key set for R-6575
6884,integrated,R-6575,expected key set for R-6575
6885,integrated,R-6575,expected key set for R-6575
6886,integrated,R-6575,expected key set for R-6575
6888,integrated,R-6575,expected key set for R-6575
6889,integrated,R-6575,expected key set for R-6575
6890,integrated,R-6575,expected key set for R-6575
6892,integrated,R-6575,expected key set for R-6575
6893,integrated,R-6575,expected key set for R-6575
6895,integrated,R-6575,expected key set for R-6575
6896,integrated,R-6575,expected key set for R-6575
6897,integrated,R-6575,expected key set for R-6575
6898,integrated,R-6575,expected key set for R-6575
6900,integrated,R-6575,expected key set for R-6575
6901,integrated,R-6575,expected key set for R-6575
6902,structural_heading,,code fence delimiter
6904,integrated,R-6617,
6906,structural_heading,,horizontal rule
6908,structural_heading,,
6910,structural_heading,,
6912,integrated,R-6625,
6913,integrated,R-6626,
6914,integrated,R-6627,
6915,integrated,R-6628,
6916,integrated,R-6629,
6917,integrated,R-6630,
6919,structural_heading,,
6921,nonoperative,,usage-map key list; governed by R-6648
6922,nonoperative,,usage-map key list; governed by R-6648
6923,nonoperative,,usage-map key list; governed by R-6648
6924,nonoperative,,usage-map key list; governed by R-6648
6925,nonoperative,,usage-map key list; governed by R-6648
6926,nonoperative,,usage-map key list; governed by R-6648
6927,nonoperative,,usage-map key list; governed by R-6648
6928,nonoperative,,usage-map key list; governed by R-6648
6929,nonoperative,,usage-map key list; governed by R-6648
6930,nonoperative,,usage-map key list; governed by R-6648
6931,nonoperative,,usage-map key list; governed by R-6648
6932,nonoperative,,usage-map key list; governed by R-6648
6933,nonoperative,,usage-map key list; governed by R-6648
6935,integrated,R-6648,
6936,integrated,R-6648,continuation of R-6648
6938,structural_heading,,
6940,integrated,R-6653,
6941,integrated,R-6654,
6942,integrated,R-6655,
6943,integrated,R-6655,continuation of R-6655
6944,integrated,R-6657,
6945,integrated,R-6658,
6946,integrated,R-6659,
6947,integrated,R-6659,continuation of R-6659
6948,integrated,R-6661,
6950,structural_heading,,
6952,integrated,R-6665,
6953,integrated,R-6666,
6954,integrated,R-6667,
6955,integrated,R-6668,
6956,integrated,R-6668,continuation of R-6668
6958,structural_heading,,
6960,integrated,R-6673,
6961,integrated,R-6673,continuation of R-6673
6962,integrated,R-6675,
6964,structural_heading,,
6966,integrated,R-6679,
6967,integrated,R-6680,
6968,integrated,R-6681,
6970,structural_heading,,
6972,integrated,R-6685,
6973,integrated,R-6685,continuation of R-6685
6975,structural_heading,,
6977,integrated,R-6690,
6978,integrated,R-6691,
6979,integrated,R-6692,
6980,integrated,R-6693,
6981,integrated,R-6694,
6982,integrated,R-6695,
6983,integrated,R-6696,
6985,structural_heading,,
6987,integrated,R-6700,
6988,integrated,R-6701,
6989,integrated,R-6701,continuation of R-6701
6991,structural_heading,,horizontal rule
6993,structural_heading,,
6995,structural_heading,,
6997,integrated,R-6710,
6999,integrated,R-6712,
7000,integrated,R-6713,
7001,integrated,R-6714,
7002,integrated,R-6715,
7003,integrated,R-6716,
7004,integrated,R-6717,
7005,integrated,R-6718,
7006,integrated,R-6719,
7007,integrated,R-6720,
7008,integrated,R-6721,
7009,integrated,R-6722,
7010,integrated,R-6723,
7011,integrated,R-6723,continuation of R-6723
7012,integrated,R-6725,
7013,integrated,R-6726,
7014,integrated,R-6727,
7015,integrated,R-6728,
7016,integrated,R-6729,
7017,integrated,R-6730,
7018,integrated,R-6731,
7019,integrated,R-6731,continuation of R-6731
7020,integrated,R-6733,
7021,integrated,R-6734,
7022,integrated,R-6734,continuation of R-6734
7023,integrated,R-6736,
7024,integrated,R-6737,
7025,integrated,R-6738,
7026,integrated,R-6739,
7027,integrated,R-6740,
7028,integrated,R-6741,
7029,integrated,R-6742,
7030,integrated,R-6742,continuation of R-6742
7031,integrated,R-6744,
7032,integrated,R-6745,
7033,integrated,R-6745,continuation of R-6745
7034,integrated,R-6747,
7035,integrated,R-6748,
7037,structural_heading,,
7039,integrated,R-6752,
7041,structural_heading,,code fence delimiter
7042,integrated,R-6752,restricted formulation for R-6752
7043,integrated,R-6752,restricted formulation for R-6752
7044,integrated,R-6752,restricted formulation for R-6752
7045,integrated,R-6752,restricted formulation for R-6752
7046,integrated,R-6752,restricted formulation for R-6752
7047,integrated,R-6752,restricted formulation for R-6752
7048,integrated,R-6752,restricted formulation for R-6752
7049,integrated,R-6752,restricted formulation for R-6752
7050,integrated,R-6752,restricted formulation for R-6752
7051,integrated,R-6752,restricted formulation for R-6752
7052,integrated,R-6752,restricted formulation for R-6752
7053,integrated,R-6752,restricted formulation for R-6752
7054,integrated,R-6752,restricted formulation for R-6752
7055,integrated,R-6752,restricted formulation for R-6752
7056,integrated,R-6752,restricted formulation for R-6752
7057,integrated,R-6752,restricted formulation for R-6752
7058,integrated,R-6752,restricted formulation for R-6752
7059,integrated,R-6752,restricted formulation for R-6752
